date,district,ndvi_raw,ndvi,ndvi_trend
2020-04-06,Almora,5086.773439893861,0.5086773439893861,
2020-04-22,Almora,5242.072364285375,0.5242072364285375,0.015529892439151372
2020-05-08,Almora,5425.116964920313,0.5425116964920313,0.018304460063493844
2020-05-24,Almora,5254.436197937228,0.5254436197937228,-0.017068076698308565
2020-06-09,Almora,5694.3610854011,0.5694361085401101,0.04399248874638728
2020-06-25,Almora,6059.207183358863,0.6059207183358863,0.03648460979577628
2021-04-07,Almora,4175.566316554259,0.4175566316554259,-0.18836408668046045
2021-04-23,Almora,4413.789455562044,0.4413789455562044,0.02382231390077849
2021-05-09,Almora,5345.858079699273,0.5345858079699273,0.09320686241372289
2021-05-25,Almora,5797.821148895167,0.5797821148895167,0.045196306919589424
2021-06-10,Almora,6459.139146778703,0.6459139146778703,0.0661317997883536
2021-06-26,Almora,6428.587152717449,0.6428587152717449,-0.0030551994061254195
2022-04-07,Almora,4590.484131221077,0.4590484131221077,-0.18381030214963717
2022-04-23,Almora,4525.111929619511,0.4525111929619511,-0.0065372201601566204
2022-05-09,Almora,4736.6607458183935,0.4736660745818393,0.02115488161988821
2022-05-25,Almora,5094.743784056984,0.5094743784056984,0.03580830382385913
2022-06-10,Almora,5701.607533997752,0.5701607533997751,0.0606863749940767
2022-06-26,Almora,6437.608510100608,0.6437608510100609,0.07360009761028574
2023-04-07,Almora,5072.097483929048,0.5072097483929048,-0.13655110261715608
2023-04-23,Almora,5365.8741522278215,0.5365874152227822,0.029377666829877414
2023-05-09,Almora,5007.573499913127,0.5007573499913127,-0.03583006523146948
2023-05-25,Almora,5328.106341509635,0.5328106341509635,0.03205328415965081
2023-06-10,Almora,5169.168834204661,0.516916883420466,-0.01589375073049748
2023-06-26,Almora,4844.941029488416,0.4844941029488415,-0.03242278047162456
2024-04-06,Almora,4549.5316412111215,0.4549531641211121,-0.0295409388277294
2024-04-22,Almora,4437.360974839289,0.4437360974839289,-0.011217066637183193
2024-05-08,Almora,4669.346876628811,0.466934687662881,0.023198590178952094
2024-05-24,Almora,4804.551722395084,0.4804551722395084,0.013520484576627412
2024-06-09,Almora,4726.453379242811,0.4726453379242811,-0.007809834315227304
2024-06-25,Almora,5422.284980967573,0.5422284980967572,0.06958316017247612
2020-04-06,Chamoli,5551.311925301426,0.5551311925301425,
2020-04-22,Chamoli,5462.899295278588,0.5462899295278588,-0.008841263002283717
2020-05-08,Chamoli,6457.469996430591,0.6457469996430591,0.09945707011520033
2020-05-24,Chamoli,6431.19038849703,0.643119038849703,-0.0026279607933561433
2020-06-09,Chamoli,6842.160329649152,0.6842160329649152,0.04109699411521217
2020-06-25,Chamoli,5644.337890384387,0.5644337890384387,-0.11978224392647652
2021-04-07,Chamoli,5155.845814156971,0.5155845814156971,-0.048849207622741586
2021-04-23,Chamoli,5307.583074051028,0.5307583074051028,0.015173725989405695
2021-05-09,Chamoli,6191.719333878744,0.6191719333878744,0.08841362598277158
2021-05-25,Chamoli,6787.66707835959,0.678766707835959,0.0595947744480847
2021-06-10,Chamoli,7467.785579586772,0.7467785579586772,0.06801185012271815
2021-06-26,Chamoli,6476.391899020469,0.6476391899020469,-0.09913936805663026
2022-04-07,Chamoli,6120.149545611051,0.6120149545611051,-0.035624235340941834
2022-04-23,Chamoli,6312.385938422953,0.6312385938422953,0.019223639281190197
2022-05-09,Chamoli,6385.8201839035455,0.6385820183903546,0.007343424548059252
2022-05-25,Chamoli,6427.601391753716,0.6427601391753716,0.004178120785017003
2022-06-10,Chamoli,6564.00426433844,0.656400426433844,0.013640287258472439
2022-06-26,Chamoli,6367.637398564026,0.6367637398564026,-0.019636686577441442
2023-04-07,Chamoli,5389.542297499201,0.53895422974992,-0.09780951010648253
2023-04-23,Chamoli,5716.110263157066,0.5716110263157066,0.03265679656578657
2023-05-09,Chamoli,5895.549521604399,0.58955495216044,0.017943925844733366
2023-05-25,Chamoli,6478.307304022059,0.6478307304022058,0.058275778241765885
2023-06-10,Chamoli,6953.2123545781615,0.6953212354578161,0.047490505055610255
2023-06-26,Chamoli,3698.519162673454,0.3698519162673454,-0.3254693191904707
2024-04-06,Chamoli,5675.122092747783,0.5675122092747783,0.19766029300743287
2024-04-22,Chamoli,5903.6304208428255,0.5903630420842826,0.022850832809504285
2024-05-08,Chamoli,6615.163801136525,0.6615163801136524,0.07115333802936985
2024-05-24,Chamoli,6489.795024306729,0.6489795024306729,-0.012536877682979508
2024-06-09,Chamoli,6768.313229873112,0.6768313229873112,0.027851820556638263
2024-06-25,Chamoli,6531.866115566727,0.6531866115566727,-0.02364471143063851
2020-04-06,Nainital,6491.392646622149,0.6491392646622149,
2020-04-22,Nainital,6506.055136118672,0.6506055136118671,0.0014662489496521935
2020-05-08,Nainital,7091.015093409822,0.7091015093409822,0.05849599572911501
2020-05-24,Nainital,6866.796393755406,0.6866796393755406,-0.0224218699654416
2020-06-09,Nainital,5229.356230375094,0.5229356230375094,-0.16374401633803115
2020-06-25,Nainital,2282.517753236333,0.2282517753236333,-0.2946838477138761
2021-04-07,Nainital,5657.98355772329,0.565798355772329,0.3375465804486957
2021-04-23,Nainital,5719.490330488179,0.571949033048818,0.006150677276488992
2021-05-09,Nainital,6395.63587543672,0.639563587543672,0.0676145544948541
2021-05-25,Nainital,7059.587309910855,0.7059587309910855,0.06639514344741348
2021-06-10,Nainital,2405.123893581669,0.2405123893581669,-0.46544634163291865
2021-06-26,Nainital,6804.186576405253,0.6804186576405252,0.43990626828235835
2022-04-07,Nainital,6586.866531674682,0.6586866531674682,-0.02173200447305701
2022-04-23,Nainital,6461.225270247218,0.6461225270247218,-0.012564126142746379
2022-05-09,Nainital,6301.396570024196,0.6301396570024196,-0.015982870022302254
2022-05-25,Nainital,7019.285991369779,0.7019285991369779,0.07178894213455833
2022-06-10,Nainital,6377.084947024593,0.6377084947024593,-0.06422010443451864
2022-06-26,Nainital,3427.163222370343,0.3427163222370343,-0.294992172465425
2023-04-07,Nainital,6200.766074260337,0.6200766074260337,0.27736028518899936
2023-04-23,Nainital,6514.092790669757,0.6514092790669757,0.031332671640942
2023-05-09,Nainital,6905.980212407049,0.6905980212407049,0.03918874217372925
2023-05-25,Nainital,7264.075192221425,0.7264075192221425,0.03580949798143762
2023-06-10,Nainital,7043.244155203644,0.7043244155203644,-0.02208310370177813
2023-06-26,Nainital,3275.025600040436,0.3275025600040435,-0.3768218555163209
2024-04-06,Nainital,6299.405670927023,0.6299405670927023,0.3024380070886588
2024-04-22,Nainital,5909.491521408131,0.5909491521408131,-0.03899141495188918
2024-05-08,Nainital,6064.99219742104,0.606499219742104,0.015550067601290851
2024-05-24,Nainital,6288.6359702048885,0.6288635970204889,0.022364377278384917
2024-06-09,Nainital,6602.251413625138,0.6602251413625139,0.03136154434202498
2024-06-25,Nainital,3624.1293806584513,0.3624129380658451,-0.29781220329666874
2020-04-06,Pauri_Garhwal,6013.92726319314,0.601392726319314,
2020-04-22,Pauri_Garhwal,5956.73135459904,0.595673135459904,-0.005719590859409984
2020-05-08,Pauri_Garhwal,6156.899749183428,0.6156899749183428,0.020016839458438795
2020-05-24,Pauri_Garhwal,5649.861093737167,0.5649861093737166,-0.05070386554462614
2020-06-09,Pauri_Garhwal,5791.124615404056,0.5791124615404055,0.014126352166688894
2020-06-25,Pauri_Garhwal,6274.25145467296,0.627425145467296,0.048312683926890476
2021-04-07,Pauri_Garhwal,4633.697958719507,0.4633697958719507,-0.1640553495953453
2021-04-23,Pauri_Garhwal,4677.677132098836,0.4677677132098835,0.004397917337932766
2021-05-09,Pauri_Garhwal,5608.712578103776,0.5608712578103776,0.09310354460049414
2021-05-25,Pauri_Garhwal,6015.801586399044,0.6015801586399044,0.04070890082952683
2021-06-10,Pauri_Garhwal,6609.454413141974,0.6609454413141974,0.059365282674292974
2021-06-26,Pauri_Garhwal,7364.1307499857885,0.7364130749985789,0.07546763368438147
2022-04-07,Pauri_Garhwal,5497.912489022825,0.5497912489022825,-0.1866218260962964
2022-04-23,Pauri_Garhwal,5304.714549256709,0.5304714549256708,-0.019319793976611654
2022-05-09,Pauri_Garhwal,5359.045712426477,0.5359045712426477,0.005433116316976849
2022-05-25,Pauri_Garhwal,5240.608798797095,0.5240608798797095,-0.011843691362938169
2022-06-10,Pauri_Garhwal,5578.676538225835,0.5578676538225835,0.03380677394287401
2022-06-26,Pauri_Garhwal,5129.001601561758,0.5129001601561758,-0.04496749366640773
2023-04-07,Pauri_Garhwal,5614.073330679857,0.5614073330679856,0.04850717291180984
2023-04-23,Pauri_Garhwal,5754.722895067699,0.5754722895067699,0.014064956438784249
2023-05-09,Pauri_Garhwal,5622.356510174816,0.5622356510174816,-0.013236638489288244
2023-05-25,Pauri_Garhwal,5770.147561645912,0.5770147561645912,0.014779105147109561
2023-06-10,Pauri_Garhwal,6063.434819279393,0.6063434819279393,0.029328725763348107
2023-06-26,Pauri_Garhwal,5138.582835806753,0.5138582835806753,-0.09248519834726399
2024-04-06,Pauri_Garhwal,5521.267362887991,0.5521267362887992,0.038268452708123846
2024-04-22,Pauri_Garhwal,5204.36778112621,0.520436778112621,-0.031689958176178146
2024-05-08,Pauri_Garhwal,5089.244678834749,0.5089244678834749,-0.011512310229146117
2024-05-24,Pauri_Garhwal,4872.121756600519,0.4872121756600518,-0.02171229222342308
2024-06-09,Pauri_Garhwal,4651.301197854475,0.4651301197854474,-0.022082055874604434
2024-06-25,Pauri_Garhwal,4527.51221546218,0.4527512215462179,-0.012378898239229497
